a=	-1.000000	b=	+1.000000	n=	+80	h=	+0.025000
x	g(x)	g'(x)	g''(x)
-1.000000	-0.305614	-26.687400	+0.000000
-0.999000	-0.332302	-26.687400	+0.000000
-0.998000	-0.358989	-26.687400	+0.000000
-0.997000	-0.385677	-26.687400	+0.000000
-0.996000	-0.412364	-26.687400	+0.000000
-0.995000	-0.439051	-26.687400	+0.000000
-0.994000	-0.465739	-26.687400	+0.000000
-0.993000	-0.492426	-26.687400	+0.000000
-0.992000	-0.519114	-26.687400	+0.000000
-0.991000	-0.545801	-26.687400	+0.000000
-0.990000	-0.572488	-26.687400	+0.000000
-0.989000	-0.599176	-26.687400	+0.000000
-0.988000	-0.625863	-26.687400	+0.000000
-0.987000	-0.652551	-26.687400	+0.000000
-0.986000	-0.679238	-26.687400	+0.000000
-0.985000	-0.705925	-26.687400	+0.000000
-0.984000	-0.732613	-26.687400	+0.000000
-0.983000	-0.759300	-26.687400	+0.000000
-0.982000	-0.785988	-26.687400	+0.000000
-0.981000	-0.812675	-26.687400	+0.000000
-0.980000	-0.839362	-26.687400	+0.000000
-0.979000	-0.866050	-26.687400	+0.000000
-0.978000	-0.892737	-26.687400	+0.000000
-0.977000	-0.919425	-26.687400	+0.000000
-0.976000	-0.946112	-26.687400	+0.000000
-0.975000	-0.972799	-26.687400	+0.000000
-0.974000	-0.940548	+32.251549	+0.000000
-0.973000	-0.908296	+32.251549	+0.000000
-0.972000	-0.876045	+32.251549	+0.000000
-0.971000	-0.843793	+32.251549	+0.000000
-0.970000	-0.811542	+32.251549	+0.000000
-0.969000	-0.779290	+32.251549	+0.000000
-0.968000	-0.747039	+32.251549	+0.000000
-0.967000	-0.714787	+32.251549	+0.000000
-0.966000	-0.682535	+32.251549	+0.000000
-0.965000	-0.650284	+32.251549	+0.000000
-0.964000	-0.618032	+32.251549	+0.000000
-0.963000	-0.585781	+32.251549	+0.000000
-0.962000	-0.553529	+32.251549	+0.000000
-0.961000	-0.521278	+32.251549	+0.000000
-0.960000	-0.489026	+32.251549	+0.000000
-0.959000	-0.456775	+32.251549	+0.000000
-0.958000	-0.424523	+32.251549	+0.000000
-0.957000	-0.392272	+32.251549	+0.000000
-0.956000	-0.360020	+32.251549	+0.000000
-0.955000	-0.327768	+32.251549	+0.000000
-0.954000	-0.295517	+32.251549	+0.000000
-0.953000	-0.263265	+32.251549	+0.000000
-0.952000	-0.231014	+32.251549	+0.000000
-0.951000	-0.198762	+32.251549	+0.000000
-0.950000	-0.166511	+32.251549	+0.000000
-0.949000	-0.193641	-27.130371	+0.000000
-0.948000	-0.220771	-27.130371	+0.000000
-0.947000	-0.247902	-27.130371	+0.000000
-0.946000	-0.275032	-27.130371	+0.000000
-0.945000	-0.302163	-27.130371	+0.000000
-0.944000	-0.329293	-27.130371	+0.000000
-0.943000	-0.356423	-27.130371	+0.000000
-0.942000	-0.383554	-27.130371	+0.000000
-0.941000	-0.410684	-27.130371	+0.000000
-0.940000	-0.437814	-27.130371	+0.000000
-0.939000	-0.464945	-27.130371	+0.000000
-0.938000	-0.492075	-27.130371	+0.000000
-0.937000	-0.519205	-27.130371	+0.000000
-0.936000	-0.546336	-27.130371	+0.000000
-0.935000	-0.573466	-27.130371	+0.000000
-0.934000	-0.600597	-27.130371	+0.000000
-0.933000	-0.627727	-27.130371	+0.000000
-0.932000	-0.654857	-27.130371	+0.000000
-0.931000	-0.681988	-27.130371	+0.000000
-0.930000	-0.709118	-27.130371	+0.000000
-0.929000	-0.736248	-27.130371	+0.000000
-0.928000	-0.763379	-27.130371	+0.000000
-0.927000	-0.790509	-27.130371	+0.000000
-0.926000	-0.817640	-27.130371	+0.000000
-0.925000	-0.844770	-27.130371	+0.000000
-0.924000	-0.833135	+11.634718	+0.000000
-0.923000	-0.821501	+11.634718	+0.000000
-0.922000	-0.809866	+11.634718	+0.000000
