a=	-1.000000	b=	+1.000000	n=	+40	h=	+0.050000
x	g(x)	g'(x)	g''(x)
-1.000000	-0.422275	-0.058330	+0.000000
-0.999000	-0.422333	-0.058330	+0.000000
-0.998000	-0.422392	-0.058330	+0.000000
-0.997000	-0.422450	-0.058330	+0.000000
-0.996000	-0.422508	-0.058330	+0.000000
-0.995000	-0.422567	-0.058330	+0.000000
-0.994000	-0.422625	-0.058330	+0.000000
-0.993000	-0.422683	-0.058330	+0.000000
-0.992000	-0.422742	-0.058330	+0.000000
-0.991000	-0.422800	-0.058330	+0.000000
-0.990000	-0.422858	-0.058330	+0.000000
-0.989000	-0.422917	-0.058330	+0.000000
-0.988000	-0.422975	-0.058330	+0.000000
-0.987000	-0.423033	-0.058330	+0.000000
-0.986000	-0.423092	-0.058330	+0.000000
-0.985000	-0.423150	-0.058330	+0.000000
-0.984000	-0.423208	-0.058330	+0.000000
-0.983000	-0.423267	-0.058330	+0.000000
-0.982000	-0.423325	-0.058330	+0.000000
-0.981000	-0.423383	-0.058330	+0.000000
-0.980000	-0.423442	-0.058330	+0.000000
-0.979000	-0.423500	-0.058330	+0.000000
-0.978000	-0.423558	-0.058330	+0.000000
-0.977000	-0.423617	-0.058330	+0.000000
-0.976000	-0.423675	-0.058330	+0.000000
-0.975000	-0.423733	-0.058330	+0.000000
-0.974000	-0.423792	-0.058330	+0.000000
-0.973000	-0.423850	-0.058330	+0.000000
-0.972000	-0.423908	-0.058330	+0.000000
-0.971000	-0.423967	-0.058330	+0.000000
-0.970000	-0.424025	-0.058330	+0.000000
-0.969000	-0.424083	-0.058330	+0.000000
-0.968000	-0.424142	-0.058330	+0.000000
-0.967000	-0.424200	-0.058330	+0.000000
-0.966000	-0.424258	-0.058330	+0.000000
-0.965000	-0.424317	-0.058330	+0.000000
-0.964000	-0.424375	-0.058330	+0.000000
-0.963000	-0.424433	-0.058330	+0.000000
-0.962000	-0.424492	-0.058330	+0.000000
-0.961000	-0.424550	-0.058330	+0.000000
-0.960000	-0.424608	-0.058330	+0.000000
-0.959000	-0.424667	-0.058330	+0.000000
-0.958000	-0.424725	-0.058330	+0.000000
-0.957000	-0.424783	-0.058330	+0.000000
