a=	-1.000000	b=	+1.000000	n=	+80	h=	+0.025000
x	g(x)	g'(x)	g''(x)
-1.000000	-0.578887	-1.229726	+0.000000
-0.999000	-0.580117	-1.229726	+0.000000
-0.998000	-0.581346	-1.229726	+0.000000
-0.997000	-0.582576	-1.229726	+0.000000
-0.996000	-0.583806	-1.229726	+0.000000
-0.995000	-0.585036	-1.229726	+0.000000
-0.994000	-0.586265	-1.229726	+0.000000
-0.993000	-0.587495	-1.229726	+0.000000
-0.992000	-0.588725	-1.229726	+0.000000
-0.991000	-0.589954	-1.229726	+0.000000
-0.990000	-0.591184	-1.229726	+0.000000
-0.989000	-0.592414	-1.229726	+0.000000
-0.988000	-0.593644	-1.229726	+0.000000
-0.987000	-0.594873	-1.229726	+0.000000
-0.986000	-0.596103	-1.229726	+0.000000
-0.985000	-0.597333	-1.229726	+0.000000
-0.984000	-0.598563	-1.229726	+0.000000
-0.983000	-0.599792	-1.229726	+0.000000
-0.982000	-0.601022	-1.229726	+0.000000
-0.981000	-0.602252	-1.229726	+0.000000
-0.980000	-0.603481	-1.229726	+0.000000
-0.979000	-0.604711	-1.229726	+0.000000
-0.978000	-0.605941	-1.229726	+0.000000
-0.977000	-0.607171	-1.229726	+0.000000
-0.976000	-0.608400	-1.229726	+0.000000
-0.975000	-0.609630	-1.229726	+0.000000
-0.974000	-0.607591	+2.038797	+0.000000
-0.973000	-0.605552	+2.038797	+0.000000
-0.972000	-0.603514	+2.038797	+0.000000
-0.971000	-0.601475	+2.038797	+0.000000
-0.970000	-0.599436	+2.038797	+0.000000
-0.969000	-0.597397	+2.038797	+0.000000
-0.968000	-0.595359	+2.038797	+0.000000
-0.967000	-0.593320	+2.038797	+0.000000
-0.966000	-0.591281	+2.038797	+0.000000
-0.965000	-0.589242	+2.038797	+0.000000
-0.964000	-0.587203	+2.038797	+0.000000
-0.963000	-0.585165	+2.038797	+0.000000
-0.962000	-0.583126	+2.038797	+0.000000
-0.961000	-0.581087	+2.038797	+0.000000
-0.960000	-0.579048	+2.038797	+0.000000
-0.959000	-0.577009	+2.038797	+0.000000
-0.958000	-0.574971	+2.038797	+0.000000
-0.957000	-0.572932	+2.038797	+0.000000
-0.956000	-0.570893	+2.038797	+0.000000
-0.955000	-0.568854	+2.038797	+0.000000
-0.954000	-0.566815	+2.038797	+0.000000
-0.953000	-0.564777	+2.038797	+0.000000
-0.952000	-0.562738	+2.038797	+0.000000
-0.951000	-0.560699	+2.038797	+0.000000
-0.950000	-0.558660	+2.038797	+0.000000
-0.949000	-0.560151	-1.490548	+0.000000
-0.948000	-0.561641	-1.490548	+0.000000
-0.947000	-0.563132	-1.490548	+0.000000
-0.946000	-0.564622	-1.490548	+0.000000
-0.945000	-0.566113	-1.490548	+0.000000
-0.944000	-0.567603	-1.490548	+0.000000
-0.943000	-0.569094	-1.490548	+0.000000
-0.942000	-0.570585	-1.490548	+0.000000
-0.941000	-0.572075	-1.490548	+0.000000
-0.940000	-0.573566	-1.490548	+0.000000
-0.939000	-0.575056	-1.490548	+0.000000
-0.938000	-0.576547	-1.490548	+0.000000
-0.937000	-0.578037	-1.490548	+0.000000
-0.936000	-0.579528	-1.490548	+0.000000
-0.935000	-0.581018	-1.490548	+0.000000
-0.934000	-0.582509	-1.490548	+0.000000
-0.933000	-0.583999	-1.490548	+0.000000
-0.932000	-0.585490	-1.490548	+0.000000
-0.931000	-0.586981	-1.490548	+0.000000
-0.930000	-0.588471	-1.490548	+0.000000
-0.929000	-0.589962	-1.490548	+0.000000
-0.928000	-0.591452	-1.490548	+0.000000
-0.927000	-0.592943	-1.490548	+0.000000
-0.926000	-0.594433	-1.490548	+0.000000
-0.925000	-0.595924	-1.490548	+0.000000
-0.924000	-0.595175	+0.749066	+0.000000
-0.923000	-0.594426	+0.749066	+0.000000
-0.922000	-0.593677	+0.749066	+0.000000
-0.921000	-0.592928	+0.749066	+0.000000
-0.920000	-0.592179	+0.749066	+0.000000
-0.919000	-0.591429	+0.749066	+0.000000
-0.918000	-0.590680	+0.749066	+0.000000
