a=	+0.999050	b=	+1.000000	n=	+20	r=	+3.500000
x	g(x)	g'(x)	g''(x)
+0.999259	+0.997778	+2.997601	+7.287091
+0.999260	+0.997781	+2.997608	+7.207532
+0.999261	+0.997784	+2.997615	+7.127973
+0.999262	+0.997787	+2.997622	+7.048414
+0.999263	+0.997790	+2.997630	+6.968854
+0.999264	+0.997793	+2.997636	+6.889295
+0.999265	+0.997796	+2.997643	+6.809736
+0.999266	+0.997799	+2.997650	+6.730177
+0.999267	+0.997802	+2.997657	+6.650618
+0.999268	+0.997805	+2.997663	+6.571059
+0.999269	+0.997808	+2.997670	+6.491499
+0.999270	+0.997811	+2.997676	+6.411940
+0.999271	+0.997814	+2.997683	+6.332381
+0.999272	+0.997817	+2.997689	+6.252822
+0.999273	+0.997820	+2.997695	+6.173263
+0.999274	+0.997823	+2.997701	+6.093704
+0.999275	+0.997826	+2.997707	+6.014145
+0.999276	+0.997829	+2.997713	+5.934585
+0.999277	+0.997832	+2.997719	+5.855026
+0.999278	+0.997835	+2.997725	+5.775467
+0.999279	+0.997838	+2.997731	+5.695908
+0.999280	+0.997841	+2.997736	+5.616349
+0.999281	+0.997844	+2.997742	+5.536790
+0.999282	+0.997847	+2.997748	+5.457231
+0.999283	+0.997850	+2.997753	+5.377671
+0.999284	+0.997853	+2.997758	+5.298112
+0.999285	+0.997856	+2.997764	+5.218553
+0.999286	+0.997859	+2.997769	+5.138994
+0.999287	+0.997862	+2.997774	+5.059435
+0.999288	+0.997865	+2.997779	+4.979876
+0.999289	+0.997868	+2.997784	+4.900317
+0.999290	+0.997871	+2.997789	+4.820757
+0.999291	+0.997874	+2.997793	+4.741198
+0.999292	+0.997877	+2.997798	+4.661639
+0.999293	+0.997880	+2.997803	+4.582080
+0.999294	+0.997883	+2.997807	+4.502521
+0.999295	+0.997886	+2.997812	+4.422962
+0.999296	+0.997889	+2.997816	+4.343402
+0.999297	+0.997892	+2.997820	+4.263843
+0.999298	+0.997895	+2.997825	+4.184284
+0.999299	+0.997898	+2.997829	+4.104725
+0.999300	+0.997901	+2.997833	+4.025166
+0.999301	+0.997904	+2.997837	+3.945607
+0.999302	+0.997907	+2.997841	+3.866048
+0.999303	+0.997910	+2.997845	+3.786488
+0.999304	+0.997913	+2.997848	+3.706929
+0.999305	+0.997916	+2.997852	+3.627370
+0.999306	+0.997919	+2.997856	+3.547811
+0.999307	+0.997922	+2.997859	+3.468252
+0.999308	+0.997925	+2.997863	+3.388693
+0.999309	+0.997928	+2.997866	+3.309134
